customerId,recommendedProducts,bonuses
4,1.Кус-кус Bravolli 350 г — 98₽ (-24₽)\n 2. Масло оливковое Olivari Extra virgin 500 мл — 279₽ (-230₽) \n 3. Капсулы для стирки Color Tide, 12 шт — 219₽ (-56₽), 576
155694,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,7
156196,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,355
156264,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,547
156493,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,461
156578,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,265
156615,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,393
156776,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,473
157025,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,127
157285,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,556
157742,4710068331553|4711985100024|4710088414311|4712278884263|4711634000965|47100312|4710998000802|4710731060124|4710363382045|4710247005206,256
158183,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,143
158312,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,235
158626,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,356
158848,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,329
159135,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,372
159234,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,289
159401,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,154
159456,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,409
159487,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,333
159760,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,544
159791,4719859015078|4719859015061|4719090701051|20307585|4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124,414
160445,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,491
160889,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,122
160896,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,44
161053,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,185
161084,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,581
161404,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,121
161527,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,457
161541,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,48
161879,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,20
162517,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,203
162555,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,30
162722,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,245
163590,20451042|20424183|20415723|20406349|20333225|20332419|20307585|20301149|20246068|20246013,590
163835,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,308
163934,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,260
164016,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,301
164122,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,252
164252,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,175
165570,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,63
166324,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,32
167710,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,390
168311,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,481
170161,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,87
170215,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,304
170376,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,138
170949,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,356
171113,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,199
171311,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,547
171403,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,69
171434,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,496
171557,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,480
171755,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,483
171854,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,154
171878,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,535
172417,20514235|20451042|20424183|20415723|20370688|20333225|20332419|20301149|20246068|20246013,547
172431,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,334
173018,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,395
173094,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,560
173216,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,303
173339,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,365
173360,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,592
173391,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,489
173414,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,169
174183,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,95
174909,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,590
175173,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,186
175357,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,438
175364,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,38
176323,4710098162806|4710063333194|4902757160906|4711926724012|4710105045450|20424183|20415723|20406349|20370688|20333225,367
176408,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,246
179430,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,284
180436,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,571
181402,4716545201104|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,176
182317,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,58
182409,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,131
183031,4710105010182|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,48
184311,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,495
184571,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,200
186339,4717101101265|4714276113888|4711039232190|4710011405133|4710088410139|20424183|20415723|20406349|20370688|20333225,150
187183,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,242
187626,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,244
188760,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,280
188920,4710105020341|4710626521716|4710105020358|4714381003128|4710857472634|20424183|20415723|20406349|20370688|20333225,599
189019,20451042|20424183|20415723|20370688|20333225|20332419|20307585|20301149|20246068|20246013,342
189248,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,27
190138,4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370|4710683100015|4710088410207|4710065234567,154
190411,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,58
190695,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,259
190916,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,26
191050,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,552
191159,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,464
191265,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,120
191432,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,460
191548,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,550
191593,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,239
191685,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,306
191715,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,164
194600,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,217
194655,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,275
194778,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,450
194846,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,260
194921,4710105045443|4710126012066|4710154058319|4710098162806|4710036221015|20333225|4710105045221|4710088443328|4710105031613|4711926724012,19
195195,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,187
195751,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,505
195782,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,14
195812,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,554
196222,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,117
196567,20514235|20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246013,454
196666,7610053910800|4713608210035|4711634002754|4710114105046|4710094012686|4710063312168|4711080010112|20424183|20415723|20406349,417
196673,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,90
196680,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,423
196734,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,355
196765,4712278884263|4711634000965|47100312|4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370,408
196895,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,444
196918,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,171
197007,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,145
197038,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,199
197212,4710114606048|4710035311106|4710114128038|20424183|20415723|20406349|20370688|20333225|20332419|20307585,443
197243,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,474
197670,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,271
197946,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,522
197960,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,485
198035,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,216
198127,4710892100028|4710085104116|4714981010038|20424183|20415723|20406349|20370688|20333225|20332419|20307585,54
198202,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,343
198653,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,45
198738,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,105
198813,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,94
199056,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,11
199346,4711686006090|4710998000802|4710731060124|4710363382045|4710247005206|4710032601194|4710015103370|4714681951181|4710088431295|4710290003082,475
199360,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,569
199384,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,321
199407,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,227
199469,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,453
199513,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,327
199599,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,230
199995,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,446
201056,4710247001765|4710011409056|4710857000042|4710011401128|4710011432825|4710011405133|4710011401142|4710670200506|4710357343700|4711080010112,277
201629,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,187
201964,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,501
202190,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,122
202749,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,25
202794,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,442
202879,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,247
203005,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,60
203173,20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,513
203739,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,72
203746,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,42
203838,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,166
204040,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,134
204095,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,125
204118,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,27
204446,20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,267
204637,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,482
205115,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,75
205207,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,122
205221,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,383
205498,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,316
205504,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,591
205689,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,528
205818,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,380
205863,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,385
206655,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,296
206679,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,389
207126,4710247006562|4710105020327|4710105015125|4710105026411|4710105015118|4711080010112|20424183|20415723|20406349|20370688,109
207744,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,595
208963,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,304
209236,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,464
209991,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,291
210188,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,55
210249,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,147
210324,20451042|20424183|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,421
211338,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,9
211734,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,57
212649,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,175
213301,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,351
214223,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,178
214339,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,75
214384,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,127
214414,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,272
214544,4710107021285|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,199
216371,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,332
216449,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,29
216531,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,163
216869,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,368
216937,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,6
217361,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,279
217408,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,330
218962,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,299
219259,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,388
219310,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,96
219334,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,521
219389,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,218
219440,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,452
219549,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,24
219570,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,166
219747,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,414
219891,4710054380619|4710114128038|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149,149
219969,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,232
220026,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,435
220149,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,350
220170,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,203
220361,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,15
220385,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,300
220392,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,322
220552,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,367
220644,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,177
220682,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,496
220828,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,358
220842,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,128
220972,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,166
221016,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,215
221023,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,588
221177,4710098162806|4711220111112|4710063333194|4902757160906|4711926724012|20424183|20415723|20406349|20370688|20333225,414
221573,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,19
221634,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,229
222204,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,259
223119,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,153
225588,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,483
225793,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,129
226394,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,261
227773,4710105051017|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,215
230278,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,165
230483,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,302
231909,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,364
231961,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,243
232005,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,19
232012,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,453
232265,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,186
233262,20451042|20424183|20415723|20406349|20370688|20333225|20332419|20301149|20246068|20246013,529
233484,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,304
233606,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,405
233705,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,127
234467,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,111
235266,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,268
235617,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,328
235648,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,463
236058,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,344
236645,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,595
236874,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,493
237109,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,519
237130,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,364
238243,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,241
238540,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,178
238717,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,206
239448,9300644131759|4710105011011|4711128668787|4710960892077|4710583910004|4710362010093|47106710|4710467221516|4711163000603|4710088414328,27
239530,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,153
242110,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,268
247962,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,535
248433,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,181
248655,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,393
249713,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,149
250870,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,97
251006,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,451
251402,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,171
255202,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,547
255431,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,121
256735,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,303
257916,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,244
257930,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,385
258067,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,364
258098,4711686006090|4710998000802|4710731060124|4710594412009|4710363382045|4710247005206|4710032601194|4710015103370|4710290003082|4710088410382,340
260411,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,17
261715,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,61
262965,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,566
265713,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,593
266215,4714981010038|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,17
266444,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,359
267854,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,422
267960,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,434
268653,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,438
268745,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,379
269032,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,515
269414,4710421090011|20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068,320
270083,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,437
270236,4710126152007|4710095958006|4718057701769|4710085120697|4714276280061|20424183|20415723|20406349|20370688|20333225,72
270700,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,198
270786,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,409
273534,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,118
274975,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,327
274999,4711686006090|4710998000802|4710731060124|4710363382045|4710032601194|4710015103370|4711128668787|4710960892077|4710247005206|4710467221516,538
275095,20424183|20415723|20406349|20370688|20333225|20332419|20307585|20301149|20246068|20246013,470
