,products,SALES_PRICE,Discounted_Price
1058,4710109770556,28.0,15.346392055587593
1061,4710008212119,194.0,132.18908040654998
1064,4713115889076,39.0,22.185042576263115
1065,4710200700124,169.0,128.03236968460823
1067,4710172030069,56.0,46.807599445606854
1073,4710670200209,66.0,63.604378411802465
1074,4710339033018,59.0,54.615227167937455
1075,4710109770396,33.0,18.650847415006975
1076,4710095915900,75.0,73.99248963682732
1077,4710022237501,18.0,13.484663499847812
1078,4710583996008,29.0,26.354514171411655
1079,0040000015314,78.0,75.9978177671514
1080,0753092828884,42.0,31.139566031672658
1081,4710339000027,65.0,56.826911232390096
1083,4710011411479,90.0,51.98165759172385
1085,4710093080075,238.0,159.58573521787855
1087,4710424703024,94.0,60.02815494119738
1089,4710871000165,145.0,138.9752153975788
1090,4710189600309,235.0,209.0881869451021
1091,4710189634021,68.0,36.42799437212925
1093,5010415580788,99.0,57.073008617270766
1096,4710189830683,68.0,40.75196326521184
1097,0020000112794,74.0,47.25158675182076
1100,4710626112013,27.0,19.95332094245086
1101,8888215880134,190.0,155.41793973437476
1102,4710088414328,63.0,35.219989027233225
1107,4710082016009,23.0,19.175392859367644
1108,4717101101265,136.0,100.83383640211387
1110,4711459501104,179.0,89.70234512081224
1112,4712598000015,47.0,35.958494619349324
1113,4715890102180,39.0,37.56876248700634
1114,4710105010168,53.0,50.01944768168422
1115,4710254011627,105.0,57.83225071849951
1116,4710323168016,40.0,23.584106626594405
1117,9556023331528,69.0,50.268970008138695
1120,9556023331542,207.0,144.74237330363206
1123,8712045000465,239.0,237.14817280684707
1125,4710030343508,78.0,43.62630573363791
1128,4710105051017,18.0,10.181326569480131
1129,20560126,54.0,47.414312364775824
1130,4710339031175,66.0,58.480248489145254
1131,4714072300369,119.0,110.88997061028772
1132,4710626111511,27.0,22.676356602698235
1133,4710011430517,48.0,27.583605396790006
1134,4710249002005,55.0,44.64937047409649
1136,4710685444377,80.0,56.25055259619161
1138,4714072300352,145.0,75.14128221495027
1141,4710189810340,96.0,81.85731885873761
1142,4710063341090,24.0,13.242346056005385
1144,4710008212133,17.0,16.032344525475093
1147,4714072300437,65.0,63.50654712083137
1149,4710057870124,110.0,58.61138520897942
1151,4710421090059,95.0,50.22694169896942
1152,4945680315821,256.0,137.73917625032598
1153,4710088436207,19.0,17.5085220314677
1154,4710192229917,72.0,53.89107646648148
1155,4710011411424,90.0,57.7533378169367
1156,5010415081155,109.0,67.52846807962689
1157,4710934900685,18.0,11.397440391835286
1158,4710176012047,18.0,13.778013289333192
1159,4067800027350,138.0,95.67877861647
1160,4710032501791,90.0,59.17682464652074
1162,4713154428281,33.0,29.55128030990668
1163,8888240001399,155.0,115.58312885461336
1165,4710088410450,12.0,7.7181029290523755
1166,0089782019073,28.0,20.434725699336106
1169,4711448002407,38.0,33.76284705168431
1172,4710572001256,26.0,20.137412943548572
1173,4891996000190,29.0,28.768358299907927
1174,4710088436665,19.0,11.904673861072148
1176,4710105051123,20.0,10.797240402143997
1179,0076277108893,48.0,25.345983207282156
1180,4719474000244,103.0,85.13723381207471
1183,4710008212157,17.0,15.813328487180303
1184,4891996338330,29.0,24.821106151044162
1185,20557003,118.0,110.33323727102437
1188,4710012722512,48.0,32.9333285707189
1189,5010415080035,119.0,65.66239738570115
1190,4714563064121,114.0,94.98608391163839
1201,5010415080455,189.0,94.914184133992
1205,4710105010724,138.0,125.16650098039621
1206,4902750657571,169.0,114.26506066421045
1207,4710095987402,83.0,45.48475679292118
1209,4711684600566,310.0,167.4226627344038
1211,4710307000189,44.0,29.615117916517967
1213,47100312,44.0,27.821595162224018
1214,8888021200140,120.0,79.78317679539543
1215,4719090702034,220.0,176.28157459599353
1216,4713577920119,69.0,63.20329165586304
1217,4710283170111,70.0,39.27914959453855
1222,4710254015021,42.0,40.35984682261963
1223,0041333214016,85.0,70.45596101185745
1225,4710088414038,365.0,354.61958956123067
1226,4710110241175,37.0,33.74663379968993
1229,4710298990759,41.0,38.367996924268745
1231,4710091110866,388.0,287.109140173296
1238,4710175566152,16.0,12.664715107428279
1239,4710011414012,60.0,34.88200504274678
1241,9300644131735,68.0,54.46251994041384
1243,4710126392199,88.0,64.02847161537015
1245,9310022862601,27.0,25.294367376817522
1249,93370868,120.0,113.70285614566514
1250,0614632350015,69.0,58.057613438424895
1251,4710199013298,76.0,65.5521896986926
1252,9310022735004,27.0,15.93973199567074
1255,4710151200148,109.0,71.69298443483876
1256,4710144204443,85.0,46.93628097114634
1258,4710362010482,45.0,34.56607356836374
1259,4710861100028,18.0,14.222561299359842
1262,4712031000350,68.0,44.34721632285259
1263,4710030650057,78.0,53.76185068286358
1264,4972045179705,150.0,112.78329640287089
1266,4710095370235,99.0,51.7843576903997
1268,4711524000600,39.0,21.241785575054404
1271,4710247005237,61.0,36.78614718419553
1276,4710908111116,105.0,89.09040519929823
1280,4710967900232,60.0,42.524092605418986
1285,4710626844358,75.0,38.614485059291766
1286,4711686006106,45.0,26.601721807083845
1294,4711524000617,21.0,12.118420747490333
1295,4710101203113,63.0,50.37463496977758
1296,4714072602760,39.0,25.619633419598387
1297,4710290003082,43.0,29.34880487742197
1299,4710632002445,21.0,19.549184851720508
1304,4710011401142,28.0,22.412569608202364
1306,4710057110046,35.0,29.622198874443857
1307,4710088433305,26.0,23.44649888700849
1309,2250028000416,25.0,20.377200180139173
1311,4710085150328,16.0,13.357144856956598
1312,4710101203311,63.0,49.9169552233257
1314,4710249002029,52.0,28.54302599447316
1315,4717265888149,68.0,34.850867645649245
1320,4711918030084,75.0,70.52485259491583
1322,4710043131703,115.0,78.44235132117387
1323,4903111145744,49.0,45.6815650545683
1325,4713600888881,24.0,18.690025111889025
1328,4710475001193,65.0,59.90935159297252
1329,4710058137059,68.0,39.1142291109439
1331,4712552000587,32.0,30.58292532413991
1332,0070501013304,72.0,60.248828500422306
1333,4710126170032,98.0,59.82689029626403
1334,4712067898877,42.0,29.836094982200134
1335,4975144150569,99.0,84.56576511243328
1336,4711371850229,50.0,40.08799878632909
1338,4710038850589,60.0,32.20441596365936
1339,4715747122279,169.0,92.727955120218
1340,4712466000857,59.0,53.98675042307853
1343,4710883000061,48.0,27.61352554145764
1345,4710094021732,199.0,128.19221614420087
1346,4712019100591,49.0,41.77922503197681
1348,20548094,465.0,399.2866701975299
1350,4712031000428,32.0,19.736139688505062
1351,4712048870144,56.0,39.65194586180813
1353,4710085126989,30.0,26.220230772508536
1356,4710126010130,79.0,46.30551088556174
1357,4712425010712,139.0,118.5929213084846
1359,4710120560235,158.0,126.55622791572071
1360,4710697561048,65.0,46.703561958742426
1361,4710126091658,89.0,73.55379294500948
1364,4711046199523,60.0,47.59508378661435
1366,4710731060124,50.0,34.03698958591522
1367,4713888602810,50.0,42.34414766175685
1368,4710644000125,225.0,119.3252192416841
1370,4710347781406,237.0,136.43424651797866
1371,4710043004731,261.0,214.18383689607526
1373,4953923000960,62.0,32.215933964478666
1374,4531632415918,990.0,848.2515056066311
1378,0079763111254,45.0,33.33130281432371
1381,4710290001064,174.0,141.19141111665445
1383,4710088434241,26.0,25.270341917341142
1385,4903065058022,78.0,39.45833025463798
1387,4710883000092,31.0,23.717948093100702
1391,4710174003795,77.0,67.01819778042503
1392,4713452600044,456.0,434.59857122289554
1393,4710323168092,25.0,13.063889490704911
1397,4710294110113,60.0,45.00061678085764
1398,4710085120680,24.0,22.27388843753984
1400,4711390437081,69.0,39.66366679500406
1402,4965736044543,89.0,76.93947019545719
1403,4710022239598,68.0,34.74985792241392
1404,8801687000206,118.0,115.64562701493506
1408,9300605115682,240.0,193.88811168473595
1410,4710626844457,91.0,60.71093216428645
1411,4719857500323,68.0,66.11985238637357
1412,4710515533066,50.0,30.481134842498385
1413,4711684600542,165.0,118.18015677521694
1414,4716859001742,1990.0,1696.4102599159792
1415,4710058172012,68.0,35.72462461900171
1416,4710189013239,48.0,35.192135314399
1418,8804108010105,69.0,57.079122507186646
1419,4710321871055,99.0,93.09058400462501
1420,4710498123339,938.0,565.801214416459
1422,4714242862710,47.0,31.495117020507532
1423,4710105010113,51.0,34.982139556378144
1424,4712763100137,42.0,28.951482849408475
1425,4710431193450,79.0,63.50186936458944
1430,2250078000251,89.0,66.31343202771583
1431,4710583350701,26.0,14.821838075439572
1432,4710057830050,132.0,129.60915972452156
1435,4713071811159,59.0,31.440235912855872
1436,4710347876409,69.0,53.438909673149325
1437,4710717900666,75.0,41.92541067168868
1439,4713247002138,129.0,88.35670023779468
1441,4710254031359,42.0,21.16634088578666
1442,4710175567128,50.0,38.68689524050333
1443,4719850279325,399.0,368.49682439087115
1444,4719090301084,110.0,96.82590139171629
1447,9556121000234,40.0,30.343550954163724
1448,4710706723009,120.0,92.00443593573726
1449,4711985100024,138.0,86.65014233111309
1452,4710186183034,215.0,160.0243435052456
1453,4710036000627,55.0,42.38891031100039
1454,4710731012147,45.0,40.127930626994
1455,8000500003787,155.0,126.97872052162714
1456,4710168102206,128.0,105.0049145499039
1459,4713627911722,55.0,29.727238186132965
1461,4710068534138,168.0,113.25396658594433
1464,4710046031505,42.0,34.332947142368475
1466,4713089002006,358.0,312.76388932259835
1467,4710498123957,155.0,108.71975161186897
1469,4719854750202,79.0,58.87350168344322
1470,4714401007105,92.0,80.60852053521876
1471,4710177084258,159.0,143.31372749963697
1473,4710088411426,48.0,44.230646974438564
1474,4710038850558,36.0,33.475993687439065
1475,4710011417426,44.0,32.035740641149914
1476,2250271000072,14.0,13.040109555424655
1478,4710943101035,15.0,11.095151902223309
1479,4710011408028,30.0,17.422866990067142
1480,4710011417419,42.0,38.45532312533029
1481,4901201101014,199.0,129.69987925729555
1482,20448479,329.0,201.80560463304144
1484,20513054,46.0,36.38687188373157
1485,4710644074317,218.0,216.7412371787021
1487,4710030112203,198.0,110.68395027067199
1489,4710126031906,94.0,49.31205918653856
1490,4714499749017,55.0,43.68063898607939
1493,4713428000151,350.0,280.8448880019589
1494,4710632001622,38.0,24.47006768017421
1495,4710105045320,20.0,12.260619550783645
1498,4903301133964,168.0,136.88615690863733
1499,4712067899270,270.0,245.57846051390794
1501,4715163100127,177.0,156.78488505615047
1503,4716268095431,71.0,63.84960331017128
1504,4710011417433,44.0,34.43740322508833
1505,5000311524702,66.0,56.3013520931164
1508,2250271000034,30.0,16.222533934445323
1509,4710017051136,26.0,24.47878132884501
1511,4710049001963,65.0,55.96677730668371
1513,4711606020229,79.0,61.11691458215866
1515,20515478,84.0,56.53563479274554
1516,4710008111146,58.0,53.383626492588455
1518,4710628121013,365.0,257.7236500580114
1519,4710036006223,125.0,96.26787109066022
1520,4711587809233,95.0,86.37496169704761
1521,4014612508249,75.0,57.50788934840965
1522,4710162000010,22.0,19.912875671839473
1523,4710046036562,33.0,19.950612983869114
1524,4710386123816,45.0,28.56871011657185
1525,4713154428304,44.0,32.589200574779596
1527,4710644605399,198.0,151.57985320379066
1528,9415007005469,489.0,320.08361135972393
1529,4712031000053,66.0,54.0584712911077
1530,4710126092761,119.0,88.587810241648
1533,4714499920140,43.0,38.602058753735506
1534,4711046199547,106.0,103.90231346000874
1535,4710470351002,88.0,64.85322260918728
1536,9310022107405,76.0,54.91931234797893
1539,2100035002807,853.0,799.5452614715007
1541,4710339033056,65.0,45.21591543564118
1542,4710038850039,119.0,100.37543781209874
1543,4710022275503,17.0,12.205826856788738
1544,4710603013425,135.0,109.90820980281367
1549,4711634002754,142.0,110.54343545483763
1550,4713150123036,156.0,137.90388234777896
1551,4710008290094,57.0,42.7748600246028
1553,4976669011656,157.0,145.2098275106724
1555,4711461660042,60.0,37.67396866587616
1558,4710626844112,32.0,23.178364765175104
1560,9310022724107,48.0,46.055580854414956
1561,4716701000015,23.0,16.936145219837723
1562,4713888150403,59.0,49.676490626084046
1564,4901550153832,90.0,50.584708167525
1565,20545062,378.0,315.770265963207
1568,4712162000038,175.0,156.2014208786364
1569,4710585810685,35.0,22.652311389959614
1572,4934567212117,29.0,18.344170888116984
1574,5010415089229,89.0,83.12817509086557
1575,4719859010011,169.0,99.16787091230341
1576,4710054138203,64.0,47.106204514418145
1579,4710085120161,25.0,23.2976993587165
1580,0748675116250,59.0,58.73922751428371
1582,4710126020467,79.0,61.20548752489344
1583,4714677353043,94.0,78.31091004746352
1587,4710199013304,52.0,40.043322295342286
1588,4710943100267,18.0,10.269714573706674
1589,4710697576097,63.0,45.157163140888954
1590,4710043004120,569.0,405.7311772761146
1591,4710186063015,105.0,89.3711134320173
1592,4902105011645,145.0,134.34213341491065
1593,4710010050082,25.0,24.112367806664338
1595,4710191030064,46.0,33.62632201825636
